"Fighter","Opponent","Date","Country","WT_Class","Height","Weight","Birthdate","Team","Nickname","Stance","Reach","Decision","Rnd","Time","Event","Res","SDBL","SDB_A","SDHL","SDH_A","SDLL","SDL_A","TSL","TS_A","SSL","SS_A","X.Total_Strikes","KD","X.BODY","X.HEAD","X.LEG","SCBL","SCB_A","SCHL","SCH_A","SCLL","SCL_A","RV","SR","TDL","TD_A","TDS","X.TK_ACC","SGBL","SGB_A","SGHL","SGH_A","SGLL","SGL_A","AD","ADTB","ADHG","ADTM","ADTS","SM","Southpaw_Stance","Orthodox_Stance","Switch_Stance","Time_Seconds","Total_Fight_Time_Seconds","Decision_Unanimous","KO_TKO","Submission","Decision_Split","No_Contest","Draw","Decision_Majority","TKO_Doctors_Stoppage","Africa","Asia","Europe","North_America","South_America","Oceania","X.Significant_Strikes","X.Clinch_Body_Strikes","X.Clinch_Head_Strikes","X.Clinch_Leg_Strikes","X.Ground_Body_Strikes","X.Ground_Head_Strikes","X.Ground_Leg_Strikes","Results","Continent"
"Tom Aspinall","Andrei Arlovski",2019-08-03,"England","Heavyweight",77,251,1987-12-18,"Team Kaobon","No","Orthodox",78,"Submission",2,"1:09","UFC Fight Night: Blaydes vs. Lewis","W",3,4,13,28,8,8,41,64,37,60,64,0,86,50,100,3,3,9,16,1,1,0,0,1,1,0,100,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,69,369,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61,100,56,100,0,0,0,1,"Europe"
"Curtis Blaydes","Derrick Lewis",2019-08-03,"USA","Heavyweight",76,256,1990-01-15,"Elevation Fight Team","Razor","Orthodox",80,"KO/TKO",2,"1:26","UFC Fight Night: Blaydes vs. Lewis","L",3,3,15,37,7,7,28,52,28,52,53,3,100,43,100,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,386,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53,0,60,0,0,0,0,0,"North America"
"Serghei Spivac","Jared Vanderaa",2020-09-19,"Moldova","Heavyweight",75,256,1993-03-24,"Polar Bear Team","Polar Bear","Orthodox",78,"KO/TKO",2,"4:32","UFC Fight Night: Blaydes vs. Lewis","W",0,0,7,17,0,0,107,135,51,72,79,0,0,71,0,0,0,0,0,0,0,0,0,3,3,0,100,0,0,44,55,0,0,0,0,0,1,0,0,0,1,0,272,572,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,80,0,1,"Europe"
"Yana Santos","Ketlen Vieira",2020-09-19,"Russia","Women's Bantamweight",66,144,1988-08-08,"American Top Team","Foxy","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Lewis","W",1,2,1,3,6,6,215,247,47,60,87,0,86,47,100,18,21,0,0,3,3,0,0,0,0,0,0,11,12,6,12,1,1,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78,85,0,100,91,50,100,1,"Asia"
"Casey O'Neill","Shana Dobson",2020-09-19,"Australia","Women's Flyweight",66,125,1987-12-18,"Fight Ready","King","Orthodox",69,"KO/TKO",2,"3:41","UFC Fight Night: Blaydes vs. Lewis","W",2,3,13,19,2,2,132,183,49,68,72,0,75,71,100,0,0,1,1,0,0,0,0,4,6,0,67,1,1,30,42,0,0,2,2,1,1,2,1,0,1,0,221,521,0,1,0,0,0,0,0,0,0,0,0,0,0,1,72,0,100,0,100,71,0,1,"Oceania"
"Aiemann Zahabi","Drako Rodriguez",2018-06-23,"Canada","Bantamweight",68,135,1991-08-25,"TriStar Gym","0","Orthodox",68,"KO/TKO",1,"3:05","UFC Fight Night: Blaydes vs. Lewis","W",0,0,6,7,0,0,9,11,9,11,81,1,100,80,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,185,185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,81,100,0,0,0,100,0,1,"North America"
"Curtis Blaydes","Junior Dos Santos",2018-06-23,"USA","Heavyweight",76,256,1988-03-20,"Elevation Fight Team","Razor","Orthodox",80,"KO/TKO",2,"1:06","UFC Fight Night: Blaydes vs. Dos Santos","W",2,2,12,43,5,6,29,62,28,60,46,2,100,39,83,1,1,8,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,366,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46,100,100,0,0,0,0,1,"North America"
"Michael Chiesa","Rafael dos Anjos",2018-06-23,"USA","Welterweight",73,170,1990-03-10,"Sikjitsu","Maverick","Southpaw",75,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. dos Santos","W",2,6,6,21,2,2,93,125,24,52,74,0,43,44,100,1,1,0,1,0,0,0,67,4,6,0,67,0,0,13,21,0,0,8,2,4,1,1,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46,100,0,0,0,61,0,1,"North America"
"Herbert Burns","Nate Landwehr",2018-06-23,"Brazil","Featherweight",69,145,1990-01-15,"Kill Cliff FC","The Blaze","Orthodox",73,"KO/TKO",1,"2:43","UFC Fight Night: Blaydes vs. Dos Santos","W",3,5,1,7,0,0,7,17,7,17,41,1,71,20,0,2,2,1,1,0,0,0,0,1,1,0,100,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,163,163,0,1,0,0,0,0,0,0,0,0,0,0,1,0,41,100,100,0,0,0,0,1,"South America"
"Angela Hill","Hannah Cifers",2019-09-14,"USA","Strawweight",63,115,1985-11-09,"Alliance MMA","Overkill","Orthodox",64,"KO/TKO",2,"4:26","UFC Fight Night: Blaydes vs. Dos Santos","W",10,14,27,91,1,1,80,170,70,155,47,0,67,42,100,2,4,1,2,0,0,0,0,1,1,0,100,0,0,29,43,0,0,2,0,0,0,0,1,0,1,0,266,566,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45,50,50,0,0,67,0,1,"North America"
"Curtis Blaydes","Chris Daukaus",2018-02-18,"USA","Heavyweight",76,256,1985-11-09,"Elevation Fight Team","Razor","Orthodox",80,"KO/TKO",2,"0:17","UFC Fight Night: Blaydes vs. Daukaus","W",0,1,18,47,6,6,30,63,30,63,47,1,50,42,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,8,0,0,0,0,0,0,0,0,0,1,0,17,317,0,1,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,100,62,0,1,"North America"
"Denis Tiuliulin","Aliaskhab Khizriev",2016-09-24,"Russia","Middleweight",73,185,1986-07-20,"Evolve MMA","","Orthodox",77,"Submission",2,"1:58","UFC Fight Night: Blaydes vs. Daukaus","L",3,3,27,77,0,0,43,94,31,82,45,0,75,36,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,418,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,0,100,0,0,0,0,0,"Asia"
"Chris Gutierrez","Batgerel Danaa",2023-12-02,"USA","Bantamweight",69,136,1986-09-09,"FactoryX Muay Thai","El Guapo","Orthodox",67,"KO/TKO",2,"2:34","UFC Fight Night: Blaydes vs. Daukaus","W",3,5,16,48,18,21,42,81,41,79,51,1,60,38,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,154,454,0,1,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,80,0,1,"North America"
"Karol Rosa","Sara McMann",2023-12-02,"Brazil","Women's Bantamweight",65,135,1987-12-18,"Parana Vale Tudo","0","Orthodox",67,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Daukaus","L",1,1,10,22,2,2,92,120,26,43,76,0,100,56,67,0,0,7,7,0,0,1,0,1,2,0,50,3,3,3,7,0,1,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,100,0,100,42,0,0,"South America"
"Kai Kara-France","Askar Askarov",2023-12-02,"New Zealand","Flyweight",64,125,1992-11-23,"City Kickboxing","Don't Blink","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Daukaus","W",10,18,21,91,15,16,64,145,51,130,44,0,56,27,94,0,0,3,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,100,0,0,100,0,1,"Oceania"
"Neil Magny","Max Griffin",2023-10-07,"USA","Welterweight",75,170,1986-09-09,"Elevation Fight Team","The Haitian Sensation","Orthodox",80,"Decision - Split",3,"5:00","UFC Fight Night: Blaydes vs. Daukaus","W",7,10,33,115,2,5,104,204,54,144,50,0,77,33,40,3,3,9,11,0,0,0,0,1,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37,100,81,0,0,0,0,1,"North America"
"Alexa Grasso","Joanne Wood",2023-10-07,"Mexico","Women's Flyweight",65,125,1989-04-12,"Lobo Gym MMA","0","Orthodox",66,"Submission",1,"3:57","UFC Fight Night: Blaydes vs. Daukaus","W",0,0,10,21,3,3,50,65,16,28,76,0,0,52,100,0,0,2,3,0,0,0,0,2,2,0,100,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,237,237,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57,0,66,0,0,100,0,1,"North America"
"Tom Aspinall","Curtis Blaydes",2023-05-20,"England","Heavyweight",77,251,1993-03-24,"Team Kaobon","No","Orthodox",78,"KO/TKO",1,"0:15","UFC Fight Night: Blaydes vs. Aspinall","L",1,1,0,2,2,2,3,5,3,5,60,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,"Europe"
"Curtis Blaydes","Tom Aspinall",2023-05-20,"USA","Heavyweight",76,256,1993-09-06,"Elevation Fight Team","Razor","Orthodox",80,"KO/TKO",1,"0:15","UFC Fight Night: Blaydes vs. Aspinall","W",1,1,2,8,1,1,4,10,4,10,40,1,100,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,1,"North America"
"Paddy Pimblett","Jordan Leavitt",2023-05-20,"England","Lightweight",70,156,1985-01-12,"Next Generation UK","The Baddy","Orthodox",73,"Submission",2,"2:46","UFC Fight Night: Blaydes vs. Aspinall","W",1,3,2,18,1,1,30,53,17,39,56,0,50,41,100,1,1,7,8,0,0,0,0,1,1,0,100,0,0,5,8,0,0,0,0,0,0,0,4,0,1,0,166,466,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43,100,87,0,0,62,0,1,"Europe"
"Arnold Allen","Calvin Kattar",2023-05-20,"England","Featherweight",68,145,1997-11-20,"BKK Fighters","Almighty","Southpaw",70,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Aspinall","W",2,5,20,50,5,7,28,67,28,67,41,0,40,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,20,0,1,"Europe"
"Nathaniel Wood","Charles Rosa",2023-05-20,"England","Featherweight",66,145,1997-02-03,"Great Britain Top Team","The Prospect","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Aspinall","W",4,13,54,98,29,33,102,166,97,159,61,0,31,56,89,0,0,5,7,0,0,0,0,1,1,0,100,0,0,3,6,2,2,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61,0,71,0,0,50,100,1,"Europe"
"Molly McCann","Hannah Goldy",2021-10-09,"England","Women's Featherweight",64,116,1993-03-24,"Next Generation UK","Meatball","Orthodox",62,"KO/TKO",1,"3:52","UFC Fight Night: Blaydes vs. Aspinall","W",3,5,15,39,1,1,29,57,24,52,50,1,60,44,100,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,232,232,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46,0,100,0,0,60,0,1,"Europe"
"Muhammad Mokaev","Charles Johnson",2021-10-09,"England","Flyweight",67,126,1993-09-06,"KHK MMA Team","The Punisher","Orthodox",70,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Aspinall","W",2,5,5,17,3,4,32,54,12,29,59,0,43,29,80,1,2,0,0,0,0,0,0,12,26,0,46,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,41,50,0,0,0,0,100,1,"Europe"
"Jai Herbert","Kyle Nelson",2021-10-09,"England","Lightweight",73,155,1991-04-22,"Renegade MMA","Black Country Banger","Orthodox",77,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Aspinall","W",6,7,13,40,3,3,84,116,36,64,72,0,94,37,100,11,11,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,56,100,100,0,0,100,0,1,"Europe"
"Kyle Nelson","Jai Herbert",2021-10-09,"Canada","Featherweight",71,145,1988-08-08,"House Of Champions","The Monster","Switch",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blaydes vs. Aspinall","L",7,9,6,23,15,15,55,77,41,62,71,0,85,44,100,4,4,9,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,100,81,0,0,0,0,0,"North America"
"Caolan Loughran","Angel Pacheco",2021-10-09,"Ireland","Bantamweight",66,136,1992-05-22,"Team Kaobon","The Don","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blanchfield vs. Fiorot","W",15,27,72,169,10,12,148,286,140,268,51,0,60,50,83,3,3,6,7,0,0,0,0,3,4,0,75,0,0,34,50,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,100,85,0,0,68,0,1,"Europe"
"Loopy Godinez","Virna Jandiroba",2022-10-01,"Mexico","Women's Featherweight",62,115,1993-03-24,"Lobo Gym MMA","","Orthodox",61,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blanchfield vs. Fiorot","L",7,10,21,70,2,2,50,116,38,95,43,0,79,32,100,4,4,3,7,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40,100,42,0,0,50,0,0,"North America"
"Sedriques Dumas","Nursulton Ruziboev",2022-10-01,"USA","Middleweight",74,186,1990-11-23,"Team Remedy BJJ & MMA","The Reaper","Orthodox",79,"KO/TKO",1,"3:18","UFC Fight Night: Blanchfield vs. Fiorot","L",0,2,1,13,0,1,1,16,1,16,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,198,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,"North America"
"Herbert Burns","Julio Arce",2024-02-03,"Brazil","Featherweight",69,145,1990-05-04,"Kill Cliff FC","The Blaze","Orthodox",73,"KO/TKO",2,"2:00","UFC Fight Night: Blanchfield vs. Fiorot","L",3,8,9,45,1,2,20,63,15,57,31,0,50,20,50,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,420,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26,100,0,0,0,0,0,0,"South America"
"Kyle Nelson","Bill Algeo",2024-02-03,"Canada","Featherweight",71,145,1997-02-03,"House Of Champions","The Monster","Switch",71,"KO/TKO",1,"4:00","UFC Fight Night: Blanchfield vs. Fiorot","W",5,7,17,39,6,6,40,68,32,59,58,0,75,44,100,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,240,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,100,60,0,0,0,0,1,"North America"
"Michal Oleksiejczuk","Gian Villante",2016-07-07,"Poland","Middleweight",72,185,1988-07-09,"Ankos MMA","Hussar","Southpaw",74,"KO/TKO",1,"1:34","UFC Fight Night: Blachowicz vs. Santos","W",4,4,9,15,0,0,14,22,14,22,63,1,100,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,94,94,0,1,0,0,0,0,0,0,0,0,1,0,0,0,63,0,0,0,0,33,0,1,"Europe"
"Joel Alvarez","Damir Ismagulov",2016-07-07,"Spain","Lightweight",75,155,1986-07-20,"LifeStyle","El Fenomeno","Orthodox",77,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blachowicz vs. Santos","L",1,4,2,14,2,5,87,113,19,41,76,0,25,50,40,0,0,1,1,0,0,1,0,0,0,0,0,0,0,13,17,0,0,1,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,100,0,0,76,0,0,"Europe"
"Jake Hadleye","Allan Nascimento",2019-07-20,"England","Bantamweight",67,137,1991-08-25,"Fearless MMA","White Kong","Southpaw",70,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blachowicz vs. Rakic","L",1,2,2,18,0,0,26,47,8,29,55,0,75,20,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,1,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,100,0,0,100,42,0,0,"Europe"
"Allan Nascimento","Jake Hadley",2019-07-20,"Brazil","Flyweight",68,125,1990-02-13,"Chute Boxe","Puro Osso","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blachowicz vs. Rakic","W",4,12,2,11,4,4,36,69,19,52,52,0,50,22,100,1,1,0,1,0,0,3,0,2,4,0,50,3,3,5,20,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,100,0,0,100,25,0,1,"South America"
"Angela Hill","Virna Jandiroba",2016-11-05,"USA","Strawweight",63,115,1984-02-12,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blachowicz vs. Rakic","L",6,12,13,40,0,0,44,86,21,55,51,0,54,33,0,1,1,1,1,0,0,1,0,1,2,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38,100,100,0,0,0,0,0,"North America"
"Bobby Green","Francisco Trinaldo",2016-11-05,"USA","Lightweight",70,154,1993-08-09,"Icon MMA","King","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Blachowicz vs. Jacare","L",10,21,23,71,10,14,67,135,50,115,49,0,54,35,71,1,1,0,1,0,0,0,0,2,2,0,100,2,5,4,5,0,0,4,0,0,0,0,4,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,43,100,0,0,40,80,0,0,"North America"
"Ricardo Ramos","Eduardo Garagorri",2022-07-09,"Brazil","Featherweight",69,146,1993-01-16,"Team Alpha Male","0","Orthodox",72,"Submission",1,"3:57","UFC Fight Night: Blachowicz vs. Jacare","W",2,3,3,23,4,7,12,36,10,34,33,0,75,13,57,0,0,0,0,0,0,0,0,2,3,1,67,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,237,237,0,0,1,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,100,0,0,1,"South America"
"Leon Edwards","Pawel Pawlak",2022-07-09,"England","Welterweight",74,170,1987-11-19,"Renegade MMA","Rocky","Southpaw",74,"Decision - Unanimous",3,"5:00","UFC Fight Night: Bisping vs. Leites","W",6,9,15,43,2,2,73,110,36,71,66,1,67,47,100,0,0,3,5,0,0,0,0,0,4,0,0,0,0,10,12,0,0,2,0,0,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,60,0,0,83,0,1,"Europe"
"Li Jingliang","Zak Ottow",2018-07-14,"China","Welterweight",72,170,1989-04-12,"Kill Cliff FC","The Leech","Orthodox",71,"KO/TKO",1,"2:57","UFC Fight Night: Bisping vs. Gastelum","W",1,1,6,25,10,11,27,51,26,50,52,1,100,40,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,1,0,177,177,0,1,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,69,0,1,"Asia"
"Song Kenan","Bobby Nash",2018-11-30,"China","Welterweight",72,170,1993-03-26,"Kill Cliff FC","The Assassin","Orthodox",71,"KO/TKO",1,"0:15","UFC Fight Night: Bisping vs. Gastelum","W",1,1,1,1,0,0,15,15,14,14,100,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,1,0,15,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,100,0,1,"Asia"
"Jessica Andrade","Marion Reneau",2018-11-30,"Brazil","Strawweight",61,115,1993-03-16,"PRVT","Bate Estaca","Orthodox",62,"Submission",1,"1:54","UFC Fight Night: Bigfoot vs. Mir","L",0,0,3,11,0,0,8,21,6,15,38,1,100,36,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,100,66,0,0,0,0,0,"South America"
"Curtis Blaydes","Adam Milstead",2015-05-16,"USA","Heavyweight",76,256,1988-03-20,"Elevation Fight Team","Razor","Orthodox",80,"No Contest",2,"0:59","UFC Fight Night: Bermudez vs. The Korean Zombie","D",0,0,1,5,0,0,72,96,25,33,75,0,100,56,100,0,0,0,0,1,1,0,0,8,10,0,80,1,1,9,13,13,13,0,0,0,0,0,0,0,1,0,59,359,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75,0,0,100,100,69,100,0,"North America"
"Ricardo Ramos","Michinori Tanaka",2015-05-16,"Brazil","Featherweight",69,146,1987-08-03,"Team Alpha Male","0","Orthodox",72,"Decision - Unanimous",3,"5:00","UFC Fight Night: Bermudez vs. The Korean Zombie","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"South America"
"Angela Hill","Jessica Andrade",2014-11-22,"USA","Strawweight",63,115,1986-09-09,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC Fight Night: Bermudez vs. The Korean Zombie","L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North America"
"Jessica Andrade","Angela Hill",2019-12-21,"Brazil","Strawweight",61,115,1990-01-15,"PRVT","Bate Estaca","Orthodox",62,"Decision - Unanimous",3,"5:00","UFC Fight Night: Bermudez vs. The Korean Zombie","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"South America"
"Alexa Grasso","Felice Herrig",2021-03-13,"Mexico","Women's Flyweight",65,125,1991-08-25,"Lobo Gym MMA","0","Orthodox",66,"Decision - Unanimous",3,"5:00","UFC Fight Night: Bermudez vs. The Korean Zombie","L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North America"
"Deiveson Figueiredo","Joseph Benavidez",2021-03-13,"Brazil","Bantamweight",65,135,1988-07-09,"Team Figueiredo","Deus da Guerra","Orthodox",68,"KO/TKO",2,"1:54","UFC Fight Night: Benavidez vs. Figueiredo","W",6,9,14,35,0,0,25,49,25,49,51,1,70,46,0,1,1,1,1,0,0,0,0,1,1,0,100,0,0,3,3,0,0,0,0,0,0,1,1,0,1,0,114,414,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51,100,100,0,0,100,0,1,"South America"
"Marcin Tybura","Serghei Spivac",2021-03-13,"Poland","Heavyweight",75,247,1993-11-14,"Ankos MMA","Tybur","Orthodox",78,"Decision - Unanimous",3,"5:00","UFC Fight Night: Benavidez vs. Figueiredo","W",3,12,12,51,0,0,116,199,43,106,58,0,44,40,75,2,2,3,6,0,0,0,0,2,8,0,25,2,2,21,33,0,0,3,1,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,100,50,0,100,63,0,1,"Europe"
"Serghei Spivac","Marcin Tybura",2021-03-13,"Moldova","Heavyweight",75,256,1985-01-12,"Polar Bear Team","Polar Bear","Orthodox",78,"Decision - Unanimous",3,"5:00","UFC Fight Night: Benavidez vs. Figueiredo","L",0,0,20,74,0,0,40,101,26,83,39,0,100,29,0,3,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31,100,50,0,0,0,0,0,"Europe"
"Sean Brady","Ismail Naurdiev",2018-02-24,"USA","Welterweight",70,170,1988-07-14,"Marquez MMA","0","Orthodox",72,"Decision - Unanimous",3,"5:00","UFC Fight Night: Benavidez vs. Figueiredo","W",2,2,20,58,10,13,125,191,47,91,65,0,100,42,82,0,0,0,0,1,1,0,0,4,9,0,44,1,1,10,13,3,3,6,4,2,0,0,1,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,100,100,76,100,1,"North America"
"Steve Garcia","Luis Pena",2018-02-24,"USA","Featherweight",72,144,1985-01-12,"Jackson-Wink MMA","Mean Machine","Orthodox",75,"Decision - Unanimous",3,"5:00","UFC Fight Night: Benavidez vs. Figueiredo","L",6,11,84,163,26,29,148,240,119,210,61,1,62,51,90,2,2,1,4,0,0,0,0,2,3,0,67,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56,100,25,0,0,0,0,0,"North America"
"Gilbert Burns","Rashid Magomedov",2018-02-24,"Brazil","Welterweight",70,171,1991-09-25,"Kill Cliff FC","Durinho","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC Fight Night: Belfort vs Henderson 2","L",5,10,13,49,9,11,29,78,28,77,37,0,46,26,82,0,1,1,4,0,0,0,0,2,5,1,40,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,25,0,0,100,0,0,"South America"
"Li Jingliang","Keita Nakamura",2023-06-24,"China","Welterweight",72,170,1995-08-06,"Kill Cliff FC","The Leech","Orthodox",71,"Submission",3,"2:17","UFC Fight Night: Barnett vs. Nelson","L",10,16,51,101,6,7,88,151,79,142,55,1,65,52,88,0,0,0,2,0,0,0,0,1,1,0,100,1,1,10,14,1,1,1,0,1,0,0,0,0,1,0,137,737,0,0,1,0,0,0,0,0,0,1,0,0,0,0,55,0,0,0,100,71,100,0,"Asia"
